birthdate,injuredDays,up15,photo2,isActive,idTeam,nick,number,insertDatetime,price,height,isNational,isExitLeague,initialPrice,fullName,photo,url,fisicStatus,imageTeam,license,idPlayer,birthplace,nationality,competitionAverage,teamNegative,numberJourney,team,isLocal,pointsJourney,keep,imageTeamNegative,position,isExtraCommunity,shortName,nameTeam,age,down15
22/10/1995,0,25.5,0000564705_5-6_03.jpg,TRUE,4,Guerrero,32,20240909T093401+0000,214375,213,TRUE,FALSE,200000,Rubén Guerrero,0000564692_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210707,fit,2425CoviranGranadapositivo.png,JFL,47,Marbella,España,4.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,4.3,https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png,5,FALSE,R. Guerrero,Coviran Granada,29,-16.9
09/05/1991,0,16.3,0000568621_5-6_03.jpg,TRUE,1,Llovet,9,20240909T093353+0000,189048,202,TRUE,FALSE,170000,Nacho Llovet,0000568609_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203810,injured,75593.png,JFL,10,Barcelona,España,3.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,3.8,https://supermanager.acb.com/files/logo/75539.png,5,FALSE,N. Llovet,MoraBanc Andorra,34,-8.7
19/03/2004,0,14.7,0000791270_5-6_03.jpg,TRUE,4,Ndiaye,46,20240909T150133+0000,184211,210,FALSE,FALSE,180000,Ousmane Ndiaye,0000791268_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002069,fit,2425CoviranGranadapositivo.png,COT,169,Guediawaye,Senegal,3.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,3.7,https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png,5,FALSE,O. Ndiaye,Coviran Granada,21,-7.4
19/11/1995,0,12.3,0000570637_5-6_03.jpg,TRUE,4,Aurrecoechea,15,20240909T093401+0000,143333,204,TRUE,FALSE,240000,Iván Aurrecoechea,0000570623_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210887,fit,2425CoviranGranadapositivo.png,JFL,49,Alcalá de Henares (Madrid),España,2.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,2.9,https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png,5,FALSE,I. Aurrecoechea,Coviran Granada,29,-6.6
25/04/1994,0,6.6,0000602232_5-6_03.jpg,TRUE,1,Radicevic,31,20241108T204547+0000,132222,197,FALSE,FALSE,375000,Nikola Radicevic,0000602245_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001914,fit,75593.png,EUR,250,Cacak,Serbia,2.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2.6,https://supermanager.acb.com/files/logo/75539.png,1,FALSE,N. Radicevic,MoraBanc Andorra,30,-1.3
26/11/1998,0,5.5,0000783302_5-6_03.jpg,TRUE,1,Goudou-Sinha,3,20250228T104259+0000,124286,182,FALSE,FALSE,330000,Enzo Goudou-Sinha,0000783295_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003913,fit,75593.png,EUR,294,Cahors,Francia,2.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,2.5,https://supermanager.acb.com/files/logo/75539.png,1,FALSE,E. Goudou-Sinha,MoraBanc Andorra,26,-0.5
25/03/2004,0,8.3,0000568457_5-6_03.jpg,TRUE,1,Ganal,8,20240909T093353+0000,115377,185,TRUE,FALSE,105000,Aaron Ganal,0000568453_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003442,fit,75593.png,JFL,1,Andorra la Vella,Andorra,1.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.2,https://supermanager.acb.com/files/logo/75539.png,1,FALSE,A. Ganal,MoraBanc Andorra,21,4.2
05/09/1989,0,4.8,0000564678_5-6_03.jpg,TRUE,4,Tomàs,19,20240909T093401+0000,55238,200,TRUE,FALSE,185000,Pere Tomàs,0000564666_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203675,fit,2425CoviranGranadapositivo.png,JFL,48,Llucmajor (Mallorca),España,1.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,1.1,https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png,3,FALSE,P. Tomàs,Coviran Granada,35,-2.5
04/06/2005,0,2.3,0000607016_5-6_03.jpg,TRUE,4,Cerdá,34,20241116T204549+0000,100000,216,FALSE,FALSE,100000,Osi Cerdá,0000606999_5-6_03.jpg,NA,fit,2425CoviranGranadapositivo.png,EUR,253,Madrid,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png,5,FALSE,O. Cerdá,Coviran Granada,19,1.7
29/05/2006,0,2.3,0000606996_5-6_03.jpg,TRUE,4,Medal,25,20250308T231928+0000,100000,189,TRUE,FALSE,100000,Luca Medal,0000606985_5-6_03.jpg,NA,fit,2425CoviranGranadapositivo.png,JFL,299,Puerto de la Cruz,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png,3,FALSE,L. Medal,Coviran Granada,18,1.7
12/06/1998,0,106.5,0000568088_5-6_03.jpg,TRUE,6,Forrest,11,20240909T150134+0000,968276,194,FALSE,FALSE,420000,Trent Forrest,0000568068_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003408,fit,baskonia_00.png,EXT,181,Dotham (Alabama),EE.UU.,19.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,19.4,https://supermanager.acb.com/files/logo/baskonia_00.png,1,TRUE,T. Forrest,Baskonia,26,-67.8
17/01/1998,0,91.7,0000568012_5-6_03.jpg,TRUE,6,Sedekerskis,8,20240909T150134+0000,936000,206,TRUE,FALSE,640000,Tadas Sedekerskis,0000568004_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210830,fit,baskonia_00.png,JFL,176,Nida,Lituania,18.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,18.7,https://supermanager.acb.com/files/logo/baskonia_00.png,3,FALSE,T. Sedekerskis,Baskonia,27,-54.3
24/12/1995,0,95.1,0000567691_5-6_03.jpg,TRUE,6,Moneke,95,20240909T150133+0000,864138,198,FALSE,FALSE,950000,Chima Moneke,0000567667_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001128,fit,baskonia_00.png,COT,170,Abuja,Nigeria,17.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,17.3,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,C. Moneke,Baskonia,29,-60.5
07/08/1997,0,81.6,0000567715_5-6_03.jpg,TRUE,6,Hall,45,20240909T150133+0000,703548,208,FALSE,FALSE,380000,Donta Hall,0000567699_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003387,fit,baskonia_00.png,EUR,172,Luverne (Alabama),Azerbaiyán,14.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,14.1,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,D. Hall,Baskonia,27,-53.5
29/05/1990,0,63.4,0000571352_5-6_03.jpg,TRUE,17,Thompkins,33,20240909T150146+0000,667500,208,FALSE,FALSE,360000,Trey Thompkins,0000571334_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211615,injured,2425BCoruna.png,EXT,224,Nueva York,EE.UU.,13.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,13.3,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,TRUE,T. Thompkins,Leyma Coruña,34,-36.7
26/03/1992,0,64.5,0000571196_5-6_03.jpg,TRUE,17,Huskic,8,20240909T093414+0000,620000,210,FALSE,FALSE,320000,Goran Huskic,0000571186_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210647,fit,2425BCoruna.png,EUR,141,Belgrado,Serbia,12.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,12.4,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,G. Huskic,Leyma Coruña,33,-39.7
17/10/1998,0,9.9,defaultBody.jpg,TRUE,17,Verge,11,20250516T141755+0000,462875,191,FALSE,FALSE,350000,Alonzo Verge Jr.,0000813145_5-6_03.jpg,NA,fit,2425BCoruna.png,EXT,318,Illinois,EE.UU.,11,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,5.8,https://supermanager.acb.com/files/logo/2425BCoruna.png,1,TRUE,A. Verge,Leyma Coruña,26,1.6
03/03/1999,0,60.9,0000567855_5-6_03.jpg,TRUE,6,Howard,0,20240909T150134+0000,525161,179,FALSE,FALSE,670000,Markus Howard,0000567839_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001957,fit,baskonia_00.png,EXT,180,New Jersey,EE.UU.,10.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,10.5,https://supermanager.acb.com/files/logo/baskonia_00.png,3,TRUE,M. Howard,Baskonia,26,-39.9
09/05/1995,0,53.3,0000568063_5-6_03.jpg,TRUE,6,Luwawu,9,20240909T150133+0000,484483,198,FALSE,FALSE,400000,Timothé Luwawu-Cabarrot,0000568035_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003351,fit,baskonia_00.png,EUR,173,Cannes,Francia,9.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.7,https://supermanager.acb.com/files/logo/baskonia_00.png,3,FALSE,Luwawu-Cabarrot,Baskonia,30,-33.9
03/01/1994,0,52.2,0000571147_5-6_03.jpg,TRUE,17,Burjanadze,77,20240909T093414+0000,462333,201,TRUE,FALSE,280000,Beqa Burjanadze,0000571133_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20204145,fit,2425BCoruna.png,JFL,145,Tbilisi,Georgia,9.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.2,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,B. Burjanadze,Leyma Coruña,31,-33.8
27/06/2001,0,48,0000567885_5-6_03.jpg,TRUE,6,Rogkavopulos,17,20240909T150134+0000,448929,201,FALSE,FALSE,220000,Nikos Rogkavopoulos,0000567867_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002650,injured,baskonia_00.png,EUR,174,Marousi,Grecia,9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9,https://supermanager.acb.com/files/logo/baskonia_00.png,3,FALSE,N.Rogkavopoulos,Baskonia,23,-30.1
21/11/1999,0,39,0000571264_5-6_03.jpg,TRUE,17,Lundqvist,9,20240909T093414+0000,437727,201,FALSE,FALSE,290000,Olle Lundqvist,0000571256_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003449,fit,2425BCoruna.png,EUR,142,Brunflo,Suecia,8.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.8,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,O. Lundqvist,Leyma Coruña,25,-21.4
15/09/1997,0,29.9,0000567771_5-6_03.jpg,TRUE,6,Baldwin,44,20240909T150134+0000,440000,183,FALSE,FALSE,600000,Kamar Baldwin,0000567763_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003350,fit,baskonia_00.png,EUR,175,Georgia,Georgia,8.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.8,https://supermanager.acb.com/files/logo/baskonia_00.png,1,FALSE,K. Baldwin,Baskonia,27,-12.3
31/12/1998,0,47.7,0000571108_5-6_03.jpg,TRUE,17,Diagne,12,20240909T093414+0000,422333,215,TRUE,FALSE,200000,Atoumane Diagne,0000571093_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211460,fit,2425BCoruna.png,JFL,139,Dakar,Senegal,8.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.4,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,A. Diagne,Leyma Coruña,26,-30.8
27/11/1992,0,42.9,0000571303_5-6_03.jpg,TRUE,17,Scrubb,6,20240909T093414+0000,412963,194,FALSE,FALSE,440000,Phil Scrubb,0000571294_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000058,fit,2425BCoruna.png,EUR,140,Vancouver,Reino Unido,8.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.3,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,P. Scrubb,Leyma Coruña,32,-26.4
17/09/1991,0,27.7,0000571117_5-6_03.jpg,TRUE,17,Lima,31,20240909T093414+0000,407333,209,TRUE,FALSE,430000,Augusto Lima,0000571114_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20200277,injured,2425BCoruna.png,JFL,146,Río de Janeiro,España,8.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,8.1,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,A. Lima,Leyma Coruña,33,-11.4
15/04/1993,0,40.5,0000571374_5-6_03.jpg,TRUE,17,Barrueta,23,20240909T150146+0000,358667,196,FALSE,FALSE,410000,Yunio Barrueta,0000571357_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003435,fit,2425BCoruna.png,EUR,223,Miami,EE.UU.,7.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.2,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,Y. Barrueta,Leyma Coruña,32,-26.2
22/07/1997,0,19,0000784100_5-6_03.jpg,TRUE,17,Silins,25,20250307T140432+0000,358000,211,FALSE,FALSE,450000,Karlis Silins,0000784086_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003918,fit,2425BCoruna.png,EUR,298,Riga,Letonia,7.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.2,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,K. Silins,Leyma Coruña,27,-4.7
15/01/2002,0,41.2,0000567798_5-6_03.jpg,TRUE,6,Diop,18,20240909T150134+0000,354839,215,TRUE,FALSE,280000,Khalifa Diop,0000567786_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212905,fit,baskonia_00.png,JFL,179,Guediawaye,Senegal,7.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.1,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,K. Diop,Baskonia,23,-27
09/01/2000,0,26.9,0000773298_5-6_03.jpg,TRUE,6,Samanic,99,20250102T183902+0000,348889,208,FALSE,FALSE,375000,Luka Samanic,0000773295_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212330,fit,baskonia_00.png,EUR,273,Zagreb,Croacia,7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,L. Samanic,Baskonia,25,-12.9
13/04/2002,0,2.8,0000567968_5-6_03.jpg,TRUE,6,Savkov,6,20240909T150134+0000,134895,200,TRUE,FALSE,120000,Pavel Savkov,0000567954_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000111,fit,baskonia_00.png,JFL,178,Moscow,Rusia,3.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,1.2,https://supermanager.acb.com/files/logo/baskonia_00.png,3,FALSE,P. Savkov,Baskonia,23,-0.4
11/03/1998,0,14.3,0000571071_5-6_03.jpg,TRUE,17,Font,22,20240909T093414+0000,146000,194,TRUE,FALSE,190000,Aleix Font,0000571066_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210147,fit,2425BCoruna.png,JFL,148,Barcelona,España,2.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,2.9,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,A. Font,Leyma Coruña,27,-8.5
18/04/1993,0,14.3,0000571216_5-6_03.jpg,TRUE,17,Jakovics,7,20240909T093414+0000,133929,186,FALSE,FALSE,300000,Ingus Jakovics,0000571207_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003423,fit,2425BCoruna.png,EUR,143,Madona,Letonia,2.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,2.7,https://supermanager.acb.com/files/logo/2425BCoruna.png,1,FALSE,I. Jakovics,Leyma Coruña,32,-9
01/09/1995,0,9.1,0000567907_5-6_03.jpg,TRUE,6,Jaramaz,10,20240909T150133+0000,92800,193,FALSE,FALSE,210000,Ognjen Jaramaz,0000567898_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212947,injured,baskonia_00.png,EUR,171,Krusevac,Serbia,1.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,1.9,https://supermanager.acb.com/files/logo/baskonia_00.png,1,FALSE,O. Jaramaz,Baskonia,29,-5.4
09/10/1992,0,11.8,0000781977_5-6_03.jpg,TRUE,17,Núñez,1,20250228T111935+0000,116917,203,FALSE,FALSE,310000,Angel Núñez,0000781949_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003882,fit,2425BCoruna.png,COT,296,Santo Domingo,República Dominicana,1.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.4,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,A. Núñez,Leyma Coruña,32,6.9
31/03/1999,0,4.6,0000567993_5-6_03.jpg,TRUE,6,Raieste,2,20240909T150134+0000,56000,201,TRUE,FALSE,130000,Sander Raieste,0000567979_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212239,fit,baskonia_00.png,JFL,177,Tallín,Estonia,1.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,1.1,https://supermanager.acb.com/files/logo/baskonia_00.png,3,FALSE,S. Raieste,Baskonia,26,-2.4
24/03/2004,0,3.3,0000571325_5-6_03.jpg,TRUE,17,Martinez,18,20241228T183909+0000,93500,192,TRUE,FALSE,110000,Santiago Martinez,0000571316_5-6_03.jpg,NA,fit,2425BCoruna.png,JFL,270,A coruña,España,1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,2.7,https://supermanager.acb.com/files/logo/2425BCoruna.png,3,FALSE,S. Martinez,Leyma Coruña,21,2.2
12/02/1990,0,3.3,0000571086_5-6_03.jpg,TRUE,17,Hernández,30,20240909T093414+0000,45258,189,TRUE,FALSE,120000,Alex Hernández,0000571077_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203802,injured,2425BCoruna.png,JFL,147,Murcia,España,0.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,2.3,https://supermanager.acb.com/files/logo/2425BCoruna.png,1,FALSE,A. Hernández,Leyma Coruña,35,1.4
30/12/2005,0,2.9,0000567827_5-6_03.jpg,TRUE,6,Faye,39,20240929T104034+0000,125000,208,TRUE,FALSE,125000,Seydina Faye,0000567814_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001252,fit,baskonia_00.png,JFL,236,Dakar,Senegal,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2.5,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,S. Faye,Baskonia,19,2.1
01/03/2006,0,2.5,0000568113_5-6_03.jpg,TRUE,6,Hrabar,33,20241012T235144+0000,110000,204,FALSE,FALSE,110000,Vit Hrabar,0000568102_5-6_03.jpg,NA,fit,baskonia_00.png,EUR,239,Izola,Eslovenia,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,2.2,https://supermanager.acb.com/files/logo/baskonia_00.png,5,FALSE,V. Hrabar,Baskonia,19,1.9
01/01/2003,0,2.3,0000567753_5-6_03.jpg,TRUE,6,Querejeta,4,20241026T192348+0000,100000,186,TRUE,FALSE,100000,Joseba Querejeta,0000567739_5-6_03.jpg,NA,fit,baskonia_00.png,JFL,243,Vitoria-Gasteiz,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/baskonia_00.png,1,FALSE,J. Querejeta,Baskonia,22,1.7
06/09/2004,0,2.3,0000571249_5-6_03.jpg,TRUE,17,Cebrián,3,20250110T155513+0000,100000,186,TRUE,FALSE,100000,Niko Cebrián,0000571240_5-6_03.jpg,NA,fit,2425BCoruna.png,JFL,277,Madrid,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/2425BCoruna.png,1,FALSE,N. Cebrián,Leyma Coruña,20,1.7
14/10/2004,0,9.5,0000571290_5-6_03.jpg,TRUE,17,Thiam,0,20240930T044039+0000,92119,192,TRUE,FALSE,150000,Omar Thiam,0000571277_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003479,fit,2425BCoruna.png,JFL,237,Barcelona,España,-0.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,8.4,https://supermanager.acb.com/files/logo/2425BCoruna.png,5,FALSE,O. Thiam,Leyma Coruña,20,7.3
22/03/1997,0,63.4,0000565471_5-6_03.jpg,TRUE,12,Metu,10,20240909T093408+0000,792105,208,FALSE,FALSE,440000,Chimezie Metu,0000565462_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003392,injured,2324BarcaLogoweb.png,COT,90,Los Ángeles (California),Nigeria,15.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,15.8,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,C. Metu,Barça,28,-31.7
15/03/1995,0,84.3,0000565533_5-6_03.jpg,TRUE,12,Parker,22,20240909T093409+0000,745667,203,FALSE,FALSE,540000,Jabari Parker,0000565526_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002721,fit,2324BarcaLogoweb.png,EXT,97,Chicago (Illinois),EE.UU.,14.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,14.9,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,TRUE,J. Parker,Barça,30,-54.4
10/04/2000,0,89.1,0000568967_5-6_03.jpg,TRUE,13,Pantzar,19,20240909T093411+0000,730606,190,TRUE,FALSE,530000,Melwin Pantzar,0000568953_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212357,fit,logo_surnebb_pos.png,JFL,112,Valsta,Suecia,14.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,14.6,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,1,FALSE,M. Pantzar,Surne Bilbao Basket,25,-59.9
04/04/2000,0,75.1,0000565578_5-6_03.jpg,TRUE,12,Parra,44,20240909T093410+0000,722593,202,TRUE,FALSE,250000,Joel Parra,0000565565_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212265,fit,2324BarcaLogoweb.png,JFL,98,Barcelona,España,14.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,14.5,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,FALSE,J. Parra,Barça,25,-46.2
28/10/1997,0,72.9,0000569088_5-6_03.jpg,TRUE,13,Hlinason,32,20240909T093411+0000,721538,215,FALSE,FALSE,500000,Tryggvi Hlinason,0000569076_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212461,injured,logo_surnebb_pos.png,EUR,105,Akureyri,Islandia,14.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,14.4,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,FALSE,T. Hlinason,Surne Bilbao Basket,27,-44
25/06/1993,0,75.4,0000565635_5-6_03.jpg,TRUE,12,Punter,0,20240909T093409+0000,685172,193,FALSE,FALSE,560000,Kevin Punter,0000565622_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003361,fit,2324BarcaLogoweb.png,EUR,91,New York,Serbia,13.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,13.7,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,FALSE,K. Punter,Barça,31,-48
30/10/1991,0,76.3,0000565684_5-6_03.jpg,TRUE,12,Satoransky,13,20240909T093409+0000,675000,201,FALSE,FALSE,470000,Tomas Satoransky,0000565665_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20202163,fit,2324BarcaLogoweb.png,EUR,93,Praga,Chequia,13.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,13.5,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,1,FALSE,T. Satoransky,Barça,33,-49.3
27/05/1994,0,70.3,0000565707_5-6_03.jpg,TRUE,12,Hernangómez,14,20240909T093410+0000,676296,210,TRUE,FALSE,700000,Willy Hernangómez,0000565689_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209187,fit,2324BarcaLogoweb.png,JFL,99,Madrid,España,13.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,13.5,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,W. Hernangómez,Barça,31,-43.3
08/11/1994,0,62.7,0000565506_5-6_03.jpg,TRUE,12,Brizuela,8,20240909T093410+0000,570000,188,TRUE,FALSE,220000,Darío Brizuela,0000565502_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209919,fit,2324BarcaLogoweb.png,JFL,100,San Sebastián,España,11.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,11.4,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,FALSE,D. Brizuela,Barça,30,-39.9
31/01/1990,0,2.4,0000565646_5-6_03.jpg,TRUE,12,Laprovittola,20,20240909T093409+0000,410867,190,FALSE,FALSE,430000,Nico Laprovittola,0000565641_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211947,injured,2324BarcaLogoweb.png,EUR,94,Castelar,Italia,11.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,-3.7,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,1,FALSE,N. Laprovittola,Barça,35,-9.9
